,x,y
0,70.10282290856107,87.87835858503226
1,69.89714508414822,92.66497313446084
2,63.51833470099294,90.92559873772277
3,34.474247932221,97.31048485354523
4,64.87457760270189,82.06618370908633
5,43.07118026763286,43.59495213876293
6,25.937648533003166,62.01225179932135
7,69.01319897062731,42.360486854271116
8,51.07910696939363,89.60296248494991
9,61.35923749345116,73.94635189704296
10,36.00526074995575,84.77434432789687
11,45.84925258182681,80.26504621894539
12,38.74820790553367,27.978230964456593
13,42.14876045135598,76.35922123824591
14,48.68527398239422,22.471924930603397
15,45.89530169233159,19.865259436332863
16,61.84408948960532,25.28676817436379
17,71.91047253046487,36.06899649077129
18,73.87479906256361,46.03318745928274
19,68.58975770803481,68.68299536907185
20,70.88667273324195,68.85418639736623
21,54.08049543631367,18.916019309438003
22,25.4694479289335,59.57858014164311
23,81.82411419699767,53.158363291654574
24,39.328520263120936,33.71604192917196
25,34.4611664305211,44.81706725039421
26,63.22057301697452,88.73199109317746
27,42.10788268286291,34.24971009215207
28,64.39433746744845,21.72071316662467
29,66.59027719649437,19.723856624366956
30,57.66744074237798,81.15837360965801
31,59.72331731771508,79.08444837939231
32,25.49106832007995,59.65676364058662
33,76.41752595397254,32.92283744886842
34,52.9687288217923,74.28015950020585
35,64.63720721175882,11.135813514020693
36,36.17431159650658,63.23147778369062
37,37.28081136715461,11.010550131193535
38,40.863002940947375,62.314912866346866
39,37.99237426886282,65.33954734153069
40,30.73535391914897,66.79380034825776
41,64.71613808552065,22.69982723059836
42,34.69378012799248,71.84618852295759
43,40.02818676026589,64.38411662344419
44,39.3643524784866,62.943973343522984
45,36.43255180177085,62.72293544054026
46,47.462563318848915,12.013115793365095
47,53.33730352113278,68.80038766949292
48,44.31696074801838,5.747863863801199
49,72.18498662260735,13.725579854762746
50,39.98595689133501,63.80844677328425
51,76.36006865323834,47.17127194180091
52,31.326556388109232,27.09640930083383
53,77.10657101713292,22.467361670634162
54,51.80558954065251,12.800826253469662
55,36.45482298882396,23.260837548965704
56,42.12755171802979,14.231341715831201
57,76.74938504269015,25.382206583886603
58,39.71387940454227,19.497787798821815
59,37.79992546530263,33.84388767205556
60,70.33904990512406,79.02302371228858
61,48.13959432062582,79.78407832259508
62,34.83350654508259,61.179425819682876
63,33.8105676287783,62.784436860005314
64,63.68311047185015,86.58366747242877
65,72.8359137192756,62.70112405237787
66,68.16533860041517,41.683679951863084
67,71.80359169805314,77.83507395562299
68,69.21602478154072,91.71815466435022
69,31.667089884585717,76.10114093701748
70,28.886827832818575,66.60867644988086
71,70.79305784515188,57.76334332464101
72,70.08069968222499,73.9975531610899
73,60.54930887490828,32.869540914965484
74,30.63096749665555,53.681926426782304
75,44.8113087262183,83.5765776812459
76,57.74091945745746,82.09783281609411
77,52.210403522756096,23.66943560657369
78,37.9369780637709,88.75888077832933
79,74.83808475194355,92.84737803780942
80,54.90245485656308,61.606583394542454
81,75.14135245835182,74.44429280715212
82,42.706932965306606,88.73579992731622
83,39.3908576611554,62.976375579921175
84,48.11288037867585,87.88930266990256
85,73.84301289787626,92.76451926173199
86,67.65478490791371,91.35079907538478
87,36.35303737296446,62.97368081020763
88,47.95063252462873,32.14248598281165
89,58.44060918456763,26.67917825117167
90,53.54006062063735,25.759086791232818
91,57.71645608632104,76.86815970603136
92,66.57263773502628,21.663166983357208
93,79.93738165844951,20.544758743353203
94,74.3342901758889,21.260934766131342
95,77.40022815066047,62.719708752887534
96,83.14394715674693,62.96557946309459
97,87.18895222618548,58.49334897195881
98,35.12486470922504,28.022411660159342
99,36.64413799372947,26.982892372578814
