,x,y
0,55.88284391578028,90.56193142059074
1,50.331373276582404,92.04500754471222
2,47.92405501271494,89.76375623555029
3,45.661001511348594,86.17549003862389
4,44.89808863362176,86.76192009138336
5,39.225485796195755,84.19269097761041
6,34.538298545160906,81.38839757679541
7,33.82434609942839,78.49295253596978
8,28.006246205136186,76.03589674505794
9,26.442128191389422,72.52113808719541
10,24.132102100969345,66.42093342312639
11,20.429415548127533,61.30918451446186
12,21.258162313497067,57.456787272294356
13,18.841318795606348,54.548273892335445
14,20.52502449170108,52.12759982587987
15,33.44465806716739,49.26170623494256
16,34.41319156440468,49.656547241740746
17,36.97893744331209,52.14612658865126
18,39.175188889847,53.2223276930081
19,39.523681475643116,56.05989090275852
20,42.53372292470034,58.25628817489865
21,44.8386032494945,62.07996332076951
22,49.8655695410067,63.447979268309574
23,59.610599788571115,62.41147685541
24,61.160009930883895,62.68020782425125
25,61.21950152568957,63.054299069490206
26,60.902509295791276,66.29606557063507
27,61.05550707394596,65.70052777565913
28,60.38260004248571,62.20294084037887
29,55.690586869876256,58.11834769808031
30,46.96530364721877,38.60469015032468
31,46.23324318099517,34.53770182031611
32,43.6786221960228,37.19498811765637
33,45.79303123664813,41.28271299521336
34,46.056737474648564,35.29990063778499
35,41.41493971261088,32.87037919948533
36,38.940631094648936,34.179183294634456
37,39.65548837734138,33.764832744962554
38,36.13728600741273,35.941502847548996
39,36.41474715244068,37.5438713784782
40,34.41864489944209,42.741730870411835
41,37.521984345990866,47.25858514691502
42,38.17561283807814,49.70984686412354
43,36.38100438933312,37.867700797022536
44,25.888476883257912,28.30889610128237
45,26.65013557910979,26.818309101527344
46,28.586836968245866,24.18146930790556
47,34.44401677647716,19.20351562033388
48,43.37041658810729,29.223074765383494
49,47.45688995248104,28.17535549934958
50,48.33775998711226,30.633102286574466
51,51.22825148559389,31.27342973391657
52,50.395795334713696,32.96907431038775
53,52.41424015763272,31.670938966746032
54,55.16428191433905,32.85210055784136
55,58.53123707966622,34.29149030609894
56,67.37591296174882,40.40480627088765
57,67.9950173341567,42.401703960270005
58,70.46055717687844,45.984375331366174
59,69.7760119985593,47.43803699270949
60,69.85206004924082,55.243970767451316
61,69.89955962115502,61.13789599507928
62,66.24377549311774,63.762473601403535
63,66.02627146710475,64.87660557193159
64,47.7363981648081,81.3842569157456
65,47.85454207308435,85.78126194470345
66,51.412370617625854,86.51012330622076
67,55.671416095480815,87.39257711466372
68,57.06329587312531,87.26892496508442
69,55.37431344975667,87.49847711466859
70,55.32062180194247,82.73393373694616
71,54.06331599108699,82.98274758486468
72,51.009125617334504,85.50519671872799
73,49.38208512210299,83.65527601338002
74,48.851383910044284,82.6343703547651
75,34.83719143205681,57.446951371061765
76,24.587390882973597,65.79132904551969
77,37.71685038969028,60.38457355602669
78,55.792756473411885,93.66003003276029
79,60.0495281216601,92.81693172388238
80,61.36629704800963,91.12802205189155
81,65.986943684638,89.72055010550518
82,67.83907499422014,86.63824179458612
83,68.70367166015372,85.10388097795133
84,71.46130819270586,83.49144839804865
85,76.0547084144783,80.77563856600474
86,75.3920726839741,77.1230185115079
87,77.29974980524597,74.57110238904768
88,80.64503994520933,69.92435486436081
89,84.66443931384218,63.9900971727477
90,87.3061349105509,58.712264876955594
91,88.27345623971078,53.39471191229454
92,88.50331152713557,49.07425370901753
93,88.85249646835993,46.38879948753351
94,89.98122439599553,43.77528990444601
95,90.48395884914272,40.14171551330795
96,92.7260914127127,39.201305768362
97,92.45391154031505,35.88580762462712
98,57.04657652580368,34.74339909333497
99,62.42638178254616,34.87342265420334
